timestamp,open,high,low,close,volume
2019-05-03 16:00:00,57.7000,57.7100,57.5400,57.5500,35173
2019-05-03 15:59:00,57.6950,57.7200,57.6800,57.7000,11484
2019-05-03 15:58:00,57.7000,57.7050,57.6900,57.6900,8485
2019-05-03 15:57:00,57.7200,57.7300,57.7000,57.7000,7214
2019-05-03 15:56:00,57.7500,57.7600,57.7150,57.7150,12546
2019-05-03 15:55:00,57.6950,57.7650,57.6950,57.7550,5616
2019-05-03 15:54:00,57.7400,57.7400,57.6900,57.6950,10921
2019-05-03 15:53:00,57.7100,57.7550,57.7100,57.7450,8377
2019-05-03 15:52:00,57.7000,57.7050,57.7000,57.7050,3430
2019-05-03 15:51:00,57.6550,57.7000,57.6550,57.7000,7428
2019-05-03 15:50:00,57.5700,57.6550,57.5700,57.6550,16301
2019-05-03 15:49:00,57.5100,57.5800,57.5000,57.5800,11124
2019-05-03 15:48:00,57.5900,57.5900,57.5200,57.5200,3896
2019-05-03 15:47:00,57.6600,57.6600,57.5800,57.5800,4770
2019-05-03 15:46:00,57.6600,57.6600,57.6200,57.6500,4360
2019-05-03 15:45:00,57.7000,57.7000,57.6600,57.6600,4894
2019-05-03 15:44:00,57.6600,57.7000,57.6600,57.7000,2813
2019-05-03 15:43:00,57.7100,57.7100,57.6300,57.6500,7397
2019-05-03 15:42:00,57.7200,57.7200,57.7100,57.7100,2163
2019-05-03 15:41:00,57.7300,57.7400,57.7200,57.7400,3720
2019-05-03 15:40:00,57.7200,57.7450,57.7200,57.7300,3687
2019-05-03 15:39:00,57.7600,57.7600,57.7400,57.7400,1206
2019-05-03 15:38:00,57.7200,57.7450,57.7050,57.7400,5222
2019-05-03 15:37:00,57.7100,57.7400,57.7100,57.7400,1772
2019-05-03 15:36:00,57.7100,57.7100,57.6900,57.7050,2355
2019-05-03 15:35:00,57.6500,57.7400,57.6500,57.7300,3715
2019-05-03 15:34:00,57.6500,57.6500,57.6500,57.6500,980
2019-05-03 15:33:00,57.6500,57.6550,57.6300,57.6300,1985
2019-05-03 15:32:00,57.6600,57.6700,57.6500,57.6500,2618
2019-05-03 15:31:00,57.6600,57.6700,57.6400,57.6400,2842
2019-05-03 15:30:00,57.7000,57.7000,57.6600,57.6600,2140
2019-05-03 15:29:00,57.7100,57.7300,57.7100,57.7100,3668
2019-05-03 15:28:00,57.7200,57.7300,57.7000,57.7100,3050
2019-05-03 15:27:00,57.7136,57.7150,57.7100,57.7100,2918
2019-05-03 15:26:00,57.7000,57.7100,57.7000,57.7100,667
2019-05-03 15:25:00,57.7000,57.7000,57.7000,57.7000,206
2019-05-03 15:24:00,57.7000,57.7200,57.6950,57.6950,852
2019-05-03 15:23:00,57.7200,57.7200,57.6800,57.6800,3187
2019-05-03 15:22:00,57.6500,57.7000,57.6500,57.7000,2400
2019-05-03 15:21:00,57.6500,57.6500,57.6400,57.6450,1869
2019-05-03 15:20:00,57.6500,57.6600,57.6500,57.6500,1042
2019-05-03 15:19:00,57.7000,57.7000,57.6400,57.6400,6333
2019-05-03 15:18:00,57.6750,57.6900,57.6750,57.6900,369
2019-05-03 15:17:00,57.6400,57.6700,57.6400,57.6600,1937
2019-05-03 15:16:00,57.6650,57.6700,57.6400,57.6400,2315
2019-05-03 15:15:00,57.6800,57.6800,57.6600,57.6600,2062
2019-05-03 15:14:00,57.6700,57.6800,57.6700,57.6800,882
2019-05-03 15:13:00,57.6700,57.6800,57.6700,57.6800,712
2019-05-03 15:12:00,57.6700,57.6700,57.6250,57.6600,1418
2019-05-03 15:11:00,57.7000,57.7000,57.6700,57.6700,2313
2019-05-03 15:10:00,57.7050,57.7050,57.6900,57.7000,1116
2019-05-03 15:09:00,57.7200,57.7200,57.7100,57.7100,529
2019-05-03 15:08:00,57.7400,57.7600,57.7350,57.7350,2726
2019-05-03 15:07:00,57.7250,57.7300,57.7250,57.7300,796
2019-05-03 15:06:00,57.7200,57.7350,57.7200,57.7250,2321
2019-05-03 15:05:00,57.7500,57.7600,57.7200,57.7200,1820
2019-05-03 15:04:00,57.7500,57.7600,57.7500,57.7600,670
2019-05-03 15:03:00,57.8400,57.8400,57.7900,57.7900,1042
2019-05-03 15:02:00,57.8900,57.8900,57.8500,57.8500,3533
2019-05-03 15:01:00,57.8400,57.8900,57.8400,57.8900,2538
2019-05-03 15:00:00,57.8400,57.8450,57.8300,57.8300,853
2019-05-03 14:59:00,57.8300,57.8300,57.7900,57.8300,2028
2019-05-03 14:58:00,57.9000,57.9000,57.8400,57.8400,1193
2019-05-03 14:57:00,57.9200,57.9300,57.8900,57.8900,2669
2019-05-03 14:56:00,57.9300,57.9300,57.9000,57.9100,4014
2019-05-03 14:55:00,57.9000,57.9300,57.9000,57.9300,1733
2019-05-03 14:54:00,57.8800,57.8800,57.8500,57.8800,4610
2019-05-03 14:53:00,57.8800,57.8800,57.8700,57.8700,1732
2019-05-03 14:52:00,57.8100,57.8500,57.8100,57.8500,1455
2019-05-03 14:51:00,57.8150,57.8150,57.8150,57.8150,113
2019-05-03 14:50:00,57.8000,57.8100,57.8000,57.8000,749
2019-05-03 14:49:00,57.8000,57.8100,57.8000,57.8100,1404
2019-05-03 14:48:00,57.7550,57.8000,57.7500,57.8000,3224
2019-05-03 14:47:00,57.7400,57.7400,57.7400,57.7400,304
2019-05-03 14:46:00,57.6900,57.7100,57.6900,57.6900,1136
2019-05-03 14:45:00,57.6700,57.6800,57.6600,57.6800,1060
2019-05-03 14:44:00,57.6700,57.6750,57.6700,57.6750,413
2019-05-03 14:43:00,57.6400,57.6750,57.6400,57.6700,706
2019-05-03 14:42:00,57.6200,57.6500,57.6200,57.6500,529
2019-05-03 14:41:00,57.6100,57.6400,57.6100,57.6300,1120
2019-05-03 14:40:00,57.6000,57.6100,57.6000,57.6100,1021
2019-05-03 14:39:00,57.6000,57.6200,57.6000,57.6000,1326
2019-05-03 14:38:00,57.6300,57.6300,57.6000,57.6100,1423
2019-05-03 14:37:00,57.6900,57.7000,57.6400,57.6450,3363
2019-05-03 14:36:00,57.7000,57.7000,57.6900,57.6900,939
2019-05-03 14:35:00,57.6800,57.6900,57.6800,57.6900,952
2019-05-03 14:34:00,57.6600,57.6700,57.6600,57.6700,292
2019-05-03 14:33:00,57.6500,57.6600,57.6300,57.6600,1777
2019-05-03 14:32:00,57.6600,57.6700,57.6550,57.6550,1110
