timestamp,open,high,low,close,volume
2019-05-03 16:00:00,195.3101,195.4700,195.2700,195.4700,341724
2019-05-03 15:59:00,195.3900,195.3900,195.3000,195.3200,78869
2019-05-03 15:58:00,195.3300,195.4170,195.2700,195.3800,72307
2019-05-03 15:57:00,195.3671,195.4000,195.3100,195.3300,42373
2019-05-03 15:56:00,195.3400,195.5700,195.2600,195.3700,108008
2019-05-03 15:55:00,195.3687,195.4000,195.2800,195.3400,27878
2019-05-03 15:54:00,195.3452,195.3900,195.3100,195.3695,36018
2019-05-03 15:53:00,195.2400,195.3500,195.2399,195.3400,26650
2019-05-03 15:52:00,195.2600,195.3400,195.2103,195.2103,43155
2019-05-03 15:51:00,195.4250,195.4600,195.2500,195.2500,38634
2019-05-03 15:50:00,195.4158,195.4300,195.3600,195.4231,20380
2019-05-03 15:49:00,195.4050,195.4400,195.3500,195.4150,25323
2019-05-03 15:48:00,195.4700,195.4759,195.3400,195.4000,31483
2019-05-03 15:47:00,195.3667,195.4900,195.3300,195.4800,34529
2019-05-03 15:46:00,195.4100,195.4100,195.3300,195.3700,24496
2019-05-03 15:45:00,195.4700,195.4700,195.4199,195.4200,28999
2019-05-03 15:44:00,195.4400,195.4700,195.4002,195.4568,44160
2019-05-03 15:43:00,195.3600,195.4400,195.3400,195.4301,33144
2019-05-03 15:42:00,195.2977,195.4200,195.2977,195.3600,23251
2019-05-03 15:41:00,195.3500,195.3921,195.2700,195.2950,40644
2019-05-03 15:40:00,195.3400,195.3500,195.2197,195.3499,35237
2019-05-03 15:39:00,195.2600,195.3600,195.2600,195.3400,23327
2019-05-03 15:38:00,195.3500,195.4100,195.2600,195.2600,59956
2019-05-03 15:37:00,195.2875,195.3600,195.2700,195.3500,30169
2019-05-03 15:36:00,195.2350,195.2801,195.2200,195.2800,32330
2019-05-03 15:35:00,195.2000,195.2400,195.1700,195.2400,15157
2019-05-03 15:34:00,195.1800,195.2200,195.1300,195.1950,28604
2019-05-03 15:33:00,195.1499,195.2100,195.1185,195.1800,35821
2019-05-03 15:32:00,195.0000,195.1546,195.0000,195.1500,44638
2019-05-03 15:31:00,195.0840,195.0840,194.9800,195.0000,27970
2019-05-03 15:30:00,195.0300,195.1200,195.0100,195.0800,41371
2019-05-03 15:29:00,195.0275,195.0400,195.0000,195.0200,18418
2019-05-03 15:28:00,194.9950,195.0500,194.9950,195.0250,11612
2019-05-03 15:27:00,195.0000,195.0300,194.9900,195.0000,24212
2019-05-03 15:26:00,195.0200,195.0254,194.9800,195.0100,26219
2019-05-03 15:25:00,195.0400,195.0700,194.9879,195.0300,25006
2019-05-03 15:24:00,195.0800,195.1100,195.0400,195.0400,14950
2019-05-03 15:23:00,195.1000,195.1100,195.0300,195.0800,31468
2019-05-03 15:22:00,194.9700,195.1100,194.9500,195.0973,28404
2019-05-03 15:21:00,195.0505,195.0505,194.9700,194.9700,12373
2019-05-03 15:20:00,195.0300,195.1100,195.0200,195.0300,32519
2019-05-03 15:19:00,195.0001,195.0500,194.9600,195.0301,29623
2019-05-03 15:18:00,195.1200,195.1700,194.9100,195.0070,97876
2019-05-03 15:17:00,195.1100,195.1200,195.0700,195.1200,15995
2019-05-03 15:16:00,195.1410,195.1500,195.1100,195.1150,9882
2019-05-03 15:15:00,195.1100,195.1400,195.0800,195.1400,14178
2019-05-03 15:14:00,195.1100,195.1400,195.1050,195.1150,6799
2019-05-03 15:13:00,195.0955,195.1100,195.0700,195.1000,13279
2019-05-03 15:12:00,195.1700,195.1700,195.1000,195.1000,17561
2019-05-03 15:11:00,195.1600,195.2000,195.1500,195.1600,8323
2019-05-03 15:10:00,195.1201,195.1600,195.0900,195.1500,16829
2019-05-03 15:09:00,195.1300,195.1600,195.0900,195.1353,16428
2019-05-03 15:08:00,195.2300,195.2300,195.0900,195.0900,22099
2019-05-03 15:07:00,195.2116,195.2500,195.2100,195.2300,22395
2019-05-03 15:06:00,195.1300,195.2290,195.1300,195.2000,11325
2019-05-03 15:05:00,195.1699,195.1900,195.0905,195.1450,20597
2019-05-03 15:04:00,195.2371,195.2400,195.1500,195.1500,15195
2019-05-03 15:03:00,195.3200,195.3700,195.2500,195.2500,18260
2019-05-03 15:02:00,195.2873,195.3200,195.2200,195.3100,20673
2019-05-03 15:01:00,195.2500,195.2999,195.2000,195.2937,19425
2019-05-03 15:00:00,195.1800,195.2500,195.1660,195.2500,13811
2019-05-03 14:59:00,195.2090,195.2700,195.1700,195.1900,9912
2019-05-03 14:58:00,195.2050,195.2100,195.1300,195.1900,17537
2019-05-03 14:57:00,195.2800,195.2800,195.1970,195.2064,16987
2019-05-03 14:56:00,195.3700,195.3800,195.2600,195.2779,9697
2019-05-03 14:55:00,195.4300,195.4300,195.3800,195.3800,10007
2019-05-03 14:54:00,195.3650,195.4400,195.3201,195.4000,8176
2019-05-03 14:53:00,195.4500,195.4600,195.3701,195.3701,13141
2019-05-03 14:52:00,195.3200,195.4500,195.3100,195.4500,15289
2019-05-03 14:51:00,195.4100,195.4150,195.2700,195.3000,17129
2019-05-03 14:50:00,195.3800,195.4100,195.3700,195.4100,7888
2019-05-03 14:49:00,195.4100,195.4100,195.3200,195.3650,9251
2019-05-03 14:48:00,195.4500,195.4719,195.3703,195.4000,13757
2019-05-03 14:47:00,195.3900,195.5000,195.3780,195.4600,23053
2019-05-03 14:46:00,195.4250,195.4450,195.3500,195.4000,8953
2019-05-03 14:45:00,195.4600,195.4700,195.4150,195.4250,13010
2019-05-03 14:44:00,195.5750,195.5810,195.4200,195.4200,11256
2019-05-03 14:43:00,195.5250,195.6100,195.5200,195.5764,17584
2019-05-03 14:42:00,195.4384,195.5400,195.4384,195.5200,14671
2019-05-03 14:41:00,195.5197,195.5197,195.4300,195.4400,11834
2019-05-03 14:40:00,195.5175,195.5203,195.4700,195.4900,5833
2019-05-03 14:39:00,195.5200,195.5700,195.5168,195.5303,11866
2019-05-03 14:38:00,195.4675,195.5700,195.4400,195.5100,11414
2019-05-03 14:37:00,195.4500,195.5100,195.4400,195.4600,17359
2019-05-03 14:36:00,195.4400,195.4800,195.4100,195.4390,5228
2019-05-03 14:35:00,195.5372,195.5700,195.4200,195.4600,29270
2019-05-03 14:34:00,195.4600,195.5500,195.4600,195.5400,15633
2019-05-03 14:33:00,195.4000,195.5100,195.4000,195.4800,21444
2019-05-03 14:32:00,195.2900,195.4300,195.2900,195.3700,25188
2019-05-03 14:31:00,195.4000,195.4100,195.2400,195.2900,21399
2019-05-03 14:30:00,195.4400,195.4400,195.3900,195.3950,12892
2019-05-03 14:29:00,195.4100,195.4823,195.3700,195.4483,13625
2019-05-03 14:28:00,195.4100,195.4700,195.3700,195.4300,27607
2019-05-03 14:27:00,195.3700,195.4000,195.3400,195.4000,10427
2019-05-03 14:26:00,195.2200,195.3700,195.2200,195.3650,11286
2019-05-03 14:25:00,195.2200,195.3000,195.2100,195.2400,15645
2019-05-03 14:24:00,195.3400,195.3600,195.2300,195.2300,23722
2019-05-03 14:23:00,195.4100,195.4400,195.3400,195.3600,12335
2019-05-03 14:22:00,195.5600,195.5600,195.4180,195.4299,15537
2019-05-03 14:21:00,195.4400,195.5723,195.4400,195.5723,12136
2019-05-03 14:20:00,195.4100,195.4900,195.3600,195.4201,25691
2019-05-03 14:19:00,195.3300,195.4200,195.2900,195.4000,26464
2019-05-03 14:18:00,195.5600,195.5600,195.3400,195.3650,37424
2019-05-03 14:17:00,195.6400,195.6432,195.5300,195.5800,16488
2019-05-03 14:16:00,195.7100,195.7100,195.6100,195.6300,16192
2019-05-03 14:15:00,195.7300,195.7548,195.7101,195.7101,19630
2019-05-03 14:14:00,195.8001,195.8001,195.7100,195.7300,20926
2019-05-03 14:13:00,195.7800,195.8200,195.7700,195.8000,11781
2019-05-03 14:12:00,195.7300,195.7600,195.7000,195.7600,16951
2019-05-03 14:11:00,195.7568,195.7568,195.7200,195.7400,16585
2019-05-03 14:10:00,195.7800,195.7800,195.7100,195.7400,21475
2019-05-03 14:09:00,195.6700,195.7660,195.5899,195.7660,18289
2019-05-03 14:08:00,195.7100,195.7600,195.6550,195.6750,24916
2019-05-03 14:07:00,195.6400,195.7500,195.6300,195.7000,35561
2019-05-03 14:06:00,195.4750,195.6600,195.4400,195.6500,21618
2019-05-03 14:05:00,195.6450,195.7000,195.4200,195.4600,36661
2019-05-03 14:04:00,195.6490,195.7300,195.5900,195.6500,20401
